id,date_of_last_activity,avatar,number_of_messages_sent
uid-7473411806141291597,2014-09-24,false,0
uid-7473411806141291598,,false,0
uid-7491933587638389454,2014-10-02,false,0
uid-7491933587638389455,,false,0
uid-7517872717627661418,,false,0
uid-7517872717627661419,2014-09-16,false,0
uid-7517872717627661420,,false,0
uid-7541160005594830636,2015-02-06,false,0
uid-7541160005594830637,2014-11-17,false,0
uid-7541160005594830638,2015-02-06,true,1
uid-7541160005594830639,2014-11-21,false,0
uid-7541160005594830640,2014-11-20,false,0
uid-7541160005594830641,2014-11-19,false,0
uid-7541160005594830642,2014-11-19,false,0
uid-7541160005594830643,2014-11-22,false,0
uid-7541160005594830644,2014-11-17,false,0
uid-7541160005594830645,2014-11-17,false,0
uid-7575174882909530429,2014-12-10,false,0
uid-7681316672064397128,,false,0
uid-7681316672064397129,,false,0
uid-7681316672064397130,2014-05-04,false,2
uid-7704120350367315807,,false,0
uid-7704120350367315808,,false,0
uid-7704120350367315809,,false,0
uid-7704120350367315810,2015-01-21,false,4
uid-7704331172373045540,2015-02-05,false,0
uid-7704331172373045541,2015-02-05,false,0
uid-7704331172373045542,2015-02-06,true,0
uid-7704331172373045543,2015-02-05,false,0
uid-7704331172373045544,2015-02-05,false,0
uid-7716417482665630636,2014-08-23,false,0
uid-7761062048590846381,2014-12-09,false,0
uid-7761062048590846382,2015-02-06,false,0
uid-7761062048590846383,2015-01-21,true,0
uid-7761062048590846384,2014-12-09,false,0
uid-7761062048590846385,2014-12-08,false,0
uid-7761062048590846386,2014-12-09,false,0
uid-7761062048590846387,2015-01-04,false,0
uid-7761062048590846388,2014-12-06,false,0
uid-7761062048590846389,2015-01-20,false,0
uid-7761062048590846390,2014-12-22,false,0
uid-7761062048590846391,2014-12-06,false,0
uid-7761062048590846392,2014-12-10,false,0
uid-7761062048590846393,2015-02-06,false,0
uid-7761062048590846394,2014-12-26,false,0
uid-7761062048590846395,2014-12-10,false,0
uid-7761062048590846396,2014-12-08,false,0
uid-7761062048590846397,2014-12-20,false,0
uid-7761062048590846398,2014-12-09,false,0
uid-7761062048590846399,2015-01-12,false,0
uid-7761062048590846400,2014-12-25,false,0
uid-7761062048590846401,2014-12-29,false,0
uid-7761062048590846402,2015-01-13,false,0
uid-7761062048590846403,2014-12-09,false,0
uid-7761062048590846404,2014-12-24,false,0
uid-7761062048590846405,2015-01-11,false,0
uid-7761062048590846406,2015-02-06,false,0
uid-7761062048590846407,2014-12-23,false,0
uid-7761062048590846408,2015-01-07,false,0
uid-7761062048590846409,2014-12-21,false,0
uid-7761062048590846410,2014-12-16,true,0
uid-7761062048590846411,2014-12-20,false,0
uid-7761062048590846412,2015-02-05,false,0
uid-7761062048590846413,2015-02-06,false,0
uid-7791041015233714709,2014-11-26,false,0
uid-7791041015233714710,2015-02-06,false,1
uid-7791041015233714711,2015-01-09,false,0
uid-7791041015233714712,2015-01-05,false,0
uid-7791041015233714713,2014-12-13,false,2
uid-7791041015233714714,,false,0
uid-7791041015233714715,2014-11-23,false,1
uid-7791041015233714716,2014-11-25,false,0
uid-7791041015233714717,2014-11-11,false,0
uid-7791041015233714718,2014-11-04,false,0
uid-7791041015233714719,2014-12-08,false,0
uid-7791041015233714720,2014-11-04,false,0
uid-7791041015233714721,2014-11-05,false,0
uid-7791041015233714722,2014-11-05,false,0
uid-7791041015233714723,2014-11-05,false,0
uid-7791041015233714724,2015-02-04,false,2
uid-7791041015233714725,2014-11-26,true,0
uid-7791041015233714726,2014-11-24,false,0
uid-7791041015233714727,2015-01-13,false,1
uid-7791041015233714728,2014-11-25,false,0
uid-7791041015233714729,2014-11-08,false,0
uid-7791041015233714730,2014-11-14,false,0
uid-7791041015233714731,2015-01-30,false,0
uid-7791041015233714732,2014-11-07,false,0
uid-7791041015233714733,2014-11-07,false,0
uid-7791041015233714734,2014-12-13,false,0
uid-7791041015233714735,2014-11-22,false,1
uid-7791041015233714736,2014-11-08,false,0
uid-7791041015233714737,2014-11-08,true,0
uid-7791041015233714738,2014-11-08,false,0
uid-7791041015233714739,2014-11-08,false,0
uid-7791041015233714740,2014-11-25,false,0
uid-7791041015233714741,,false,0
uid-7791041015233714742,2014-11-10,false,0
uid-7791041015233714743,2014-11-13,false,0
uid-7791041015233714744,2014-11-12,false,0
uid-7791041015233714745,2014-11-12,false,0
uid-7805809529240481295,2015-02-05,false,0
uid-7805809529240481296,,false,0
uid-7805809529240481297,2015-01-24,false,0
uid-7805809529240481298,2015-02-04,false,0
uid-7805809529240481299,2015-02-06,false,1
uid-7805809529240481300,2015-02-06,false,0
uid-7805809529240481301,,false,0
uid-7805809529240481302,2015-01-24,false,0
uid-7805809529240481303,2015-02-03,false,0
uid-7805809529240481304,2015-02-05,false,0
uid-7805809529240481305,2015-02-06,false,0
uid-7805809529240481306,2015-02-06,false,0
uid-7810681622510347931,,false,0
uid-7822607376883904615,2014-07-26,false,0
uid-7822607376883904616,,false,0
uid-7822607376883904617,,false,0
uid-7822607376883904618,2014-08-06,false,0
uid-7822607376883904619,2014-08-13,false,1
uid-7822607376883904620,2014-12-04,false,0
uid-7822607376883904621,2014-10-24,false,0
uid-7822607376883904622,2014-12-20,false,0
uid-7822607376883904623,2015-01-22,false,0
uid-7830201371347726106,2014-07-14,false,0
uid-7846527288581209478,2014-10-31,false,0
uid-7846527288581209479,2014-10-16,false,0
uid-7854319195803674252,2014-11-18,false,0
uid-7857143983793341283,2014-06-30,false,0
uid-7887403035138336262,2015-02-04,false,0
uid-7887403035138336263,2015-02-05,false,0
uid-7892637151689177474,2014-09-23,false,0
uid-7902566412907543915,,false,0
uid-7902566412907543916,,false,0
uid-7902566412907543917,2014-07-16,false,1
uid-7902566412907543918,,false,0
uid-7915743242919782228,2015-02-03,false,0
uid-7915743242919782229,2014-12-20,false,0
uid-7915743242919782230,2014-12-08,false,0
uid-7915743242919782231,2015-01-29,false,0
uid-7915743242919782232,2015-02-06,false,0
uid-7915743242919782233,2015-02-05,true,0
uid-7915743242919782234,2015-02-06,false,0
uid-7915743242919782235,2014-12-07,false,0
uid-7915743242919782236,2015-02-04,false,0
uid-7915743242919782237,2014-12-21,true,0
uid-7915743242919782238,2015-01-15,false,0
uid-7915743242919782239,2014-12-23,false,0
uid-7915743242919782240,2015-02-04,false,0
uid-7915743242919782241,2015-02-06,true,0
uid-7915743242919782242,2014-12-22,false,0
uid-7915743242919782243,2015-01-29,false,0
uid-7915743242919782244,2014-12-05,false,0
uid-7930181341098527986,2014-11-08,false,0
uid-7930181341098527987,2014-10-31,false,0
uid-7930181341098527988,2014-12-15,false,0
uid-7932530918358766382,2014-09-26,false,3
uid-7992651771970123110,,false,0
uid-8006606729423967782,,false,0
uid-8009427177853030912,2014-11-01,false,0
uid-8032257927436787960,,false,0
uid-8033971456526885537,2014-08-18,false,0
uid-8062212933310462976,2014-11-26,false,0
uid-8062212933310462977,2014-11-12,true,0
uid-8062212933310462978,2014-10-18,false,0
uid-8062212933310462979,2014-10-17,false,0
uid-8062212933310462980,2014-11-24,true,0
uid-8062212933310462981,2014-10-30,false,0
uid-8062212933310462982,2014-11-27,false,0
uid-8062212933310462983,2014-11-25,false,0
uid-8062212933310462984,2015-01-24,false,0
uid-8062212933310462985,2015-01-31,false,0
uid-8062212933310462986,,false,0
uid-8065624863930577049,,false,0
uid-8065624863930577050,2014-11-20,false,0
uid-8067849094206539253,,false,0
uid-8078139964071335826,,false,0
uid-8132633025607175801,2014-09-25,false,0
uid-8132633025607175802,2015-01-10,false,28
uid-8132633025607175803,2014-09-09,false,0
uid-8140772504427319408,2015-01-28,true,4
uid-8140772504427319409,2015-01-21,false,0
uid-8140772504427319410,,false,0
uid-8140772504427319411,2015-02-02,false,0
uid-8140772504427319412,2015-01-08,false,0
uid-8140772504427319413,2014-12-18,false,0
uid-8140772504427319414,,false,0
uid-8140772504427319415,2014-12-18,false,0
uid-8140772504427319416,2015-02-06,false,0
uid-8140772504427319417,2014-12-22,false,0
uid-8140772504427319418,2014-12-18,false,0
uid-8140772504427319419,2014-12-18,false,0
uid-8140772504427319420,2015-02-06,true,0
uid-8140772504427319421,2014-12-18,false,0
uid-8140772504427319422,2014-12-25,false,0
uid-8140772504427319423,2014-12-18,false,0
uid-8140772504427319424,2014-12-19,false,0
uid-8144546657405296457,,false,0
uid-8151368170531860052,2014-07-25,true,0
uid-8151368170531860053,2015-01-07,false,0
uid-8151368170531860054,2014-07-27,false,0
uid-8151368170531860055,2014-07-30,false,0
uid-8151368170531860056,2014-12-31,false,0
uid-8151368170531860057,2014-08-06,true,0
uid-8188795548508276873,2014-11-05,false,0
uid-8188795548508276874,,false,0
uid-8188795548508276875,2014-11-13,false,0
uid-8188795548508276876,2015-02-06,true,64
uid-8188795548508276877,2014-11-17,false,1
uid-8188795548508276878,2014-11-15,false,0
uid-8188795548508276879,2014-11-11,false,1
uid-8188795548508276880,2015-01-14,false,0
uid-8228270014040635428,2015-02-06,false,0
uid-8228270014040635429,2015-02-06,false,0
uid-8228270014040635430,2015-01-29,false,0
uid-8228270014040635431,2015-02-03,false,0
uid-8228270014040635432,2015-01-09,false,0
uid-8228270014040635433,,false,0
uid-8228270014040635434,2015-01-26,false,0
uid-8228270014040635435,2015-02-06,true,0
uid-8228270014040635436,2015-01-30,false,0
uid-8228270014040635437,2015-02-06,true,0
uid-8228270014040635438,2014-11-24,true,0
uid-8228270014040635439,2015-02-06,true,0
uid-8228270014040635440,2015-02-05,false,0
uid-8228270014040635441,2014-11-25,false,0
uid-8228270014040635442,,false,0
uid-8228270014040635443,2015-02-06,false,0
uid-8228270014040635444,2014-11-25,false,0
uid-8228270014040635445,2014-11-25,false,0
uid-8228270014040635446,2015-01-05,false,0
uid-8228270014040635447,2014-11-26,false,0
uid-8228270014040635448,2015-01-21,false,0
uid-8228270014040635449,2015-02-04,true,0
uid-8228270014040635450,2015-02-06,false,0
uid-8228270014040635451,2014-12-05,false,0
uid-8228270014040635452,2014-12-08,false,0
uid-8228270014040635453,2014-12-02,false,0
uid-8228270014040635454,2014-12-09,true,0
uid-8228270014040635455,,false,0
uid-8228270014040635456,2015-02-06,false,0
uid-8228270014040635457,2014-12-05,false,0
uid-8228270014040635458,2014-12-31,false,0
uid-8228270014040635459,2015-02-02,false,0
uid-8228270014040635460,2014-12-03,false,0
uid-8228270014040635461,2014-12-03,false,0
uid-8228270014040635462,2015-02-05,false,0
uid-8228270014040635463,2014-12-21,false,0
uid-8228270014040635464,2015-02-06,true,0
uid-8228270014040635465,2014-12-17,false,0
uid-8228270014040635466,2015-01-12,false,0
uid-8228270014040635467,2015-02-06,false,0
uid-8228270014040635468,,false,0
uid-8228270014040635469,2014-12-04,false,0
uid-8228270014040635470,2015-02-06,false,0
uid-8228270014040635471,2015-02-04,false,0
uid-8228270014040635472,2014-12-31,false,0
uid-8228270014040635473,2014-12-10,true,0
uid-8228270014040635474,2014-12-10,false,0
uid-8228270014040635475,2015-01-12,false,0
uid-8228270014040635476,2015-02-04,false,0
uid-8228270014040635477,2015-02-06,false,0
uid-8241976355789859116,2015-02-06,false,0
uid-8241976355789859117,2014-11-17,false,1
uid-8241976355789859118,2014-11-17,false,0
uid-8241976355789859119,2014-12-01,false,0
uid-8241976355789859120,2014-11-18,false,0
uid-8241976355789859121,2014-12-15,false,0
uid-8241976355789859122,2014-11-20,false,0
uid-8264281443582661857,2015-02-06,true,0
uid-8285918040958557427,,false,0
uid-8285918040958557428,2014-12-02,false,0
uid-8285918040958557429,2015-02-06,false,0
uid-8285918040958557430,2015-01-30,false,0
uid-8285918040958557431,2015-02-04,true,0
uid-8285918040958557432,2014-11-17,false,0
uid-8285918040958557433,2015-02-06,false,0
uid-8285918040958557434,2014-12-24,false,0
uid-8303921925469649962,2015-02-05,false,0
uid-8338579253786776457,2014-09-09,false,9
uid-8340704747814852053,2014-08-14,false,0
uid-8357831759562903721,,false,0
uid-8391480608140909268,2014-06-18,false,0
uid-8412508946449467917,,false,0
uid-8412508946449467918,2014-11-14,false,0
uid-8412508946449467919,2014-12-22,true,5
uid-8415111865602433626,2014-11-24,false,5
uid-8442009443341630967,2014-10-14,true,58
uid-8459986037296260514,2015-02-06,false,0
uid-8459986037296260515,2015-02-03,false,0
uid-8459986037296260516,2015-02-04,false,0
uid-8459986037296260517,2015-02-04,false,0
uid-8459986037296260518,2015-02-05,false,0
uid-8459986037296260519,2015-02-06,false,0
uid-8459986037296260520,2015-02-05,false,0
uid-8459986037296260521,2015-02-03,false,0
uid-8459986037296260522,2015-02-04,false,0
uid-8498991393138975873,,false,0
uid-8505487388519878282,2014-11-21,false,0
uid-8523239747912564989,2014-10-02,false,0
uid-8523239747912564990,2014-09-28,false,0
uid-8523239747912564991,,false,0
uid-8523239747912564992,2014-10-07,true,0
uid-8523239747912564993,2015-01-26,false,0
uid-8523239747912564994,2014-09-26,false,0
uid-8523239747912564995,2014-10-05,false,0
uid-8523239747912564996,2014-12-22,false,0
uid-8523239747912564997,2014-09-27,false,0
uid-8523239747912564998,2014-09-27,false,0
uid-8523239747912564999,2014-09-27,false,0
uid-8523239747912565000,2014-09-27,false,0
uid-8523239747912565001,2014-09-27,false,0
uid-8523239747912565002,2014-09-27,false,0
uid-8523239747912565003,,false,0
uid-8523239747912565004,2014-11-17,false,0
uid-8523239747912565005,2014-09-30,false,0
uid-8523239747912565006,2014-09-30,false,0
uid-8523239747912565007,2014-09-30,false,0
uid-8523239747912565008,2014-10-16,false,0
uid-8523239747912565009,2014-10-11,false,0
uid-8523239747912565010,2014-11-12,false,0
uid-8523239747912565011,,false,0
uid-8523239747912565012,2014-11-22,true,0
uid-8523239747912565013,2014-11-08,false,0
uid-8523239747912565014,2014-10-05,true,0
uid-8523239747912565015,,false,0
uid-8523239747912565016,2014-10-01,false,0
uid-8523239747912565017,2014-10-14,false,0
uid-8523239747912565018,2014-10-02,false,0
uid-8523239747912565019,2014-10-02,false,0
uid-8523239747912565020,,false,0
uid-8523239747912565021,2014-10-02,false,0
uid-8523239747912565022,2014-10-02,false,0
uid-8523239747912565023,2014-10-07,false,4
uid-8523239747912565024,2014-10-04,false,0
uid-8523239747912565025,2014-10-05,false,0
uid-8523239747912565026,2014-11-07,false,0
uid-8523239747912565028,,false,0
uid-8523239747912565029,2014-11-16,false,2
uid-8523239747912565030,2014-12-01,false,3
uid-8523239747912565032,2014-10-16,false,0
uid-8523239747912565033,,false,0
uid-8523239747912565034,2015-01-16,false,0
uid-8523239747912565035,,false,0
uid-8523239747912565036,2014-10-15,true,0
uid-8523239747912565037,,false,0
uid-8523239747912565038,,false,0
uid-8524223549346261490,2014-11-14,false,0
uid-8529133183187015683,2015-02-06,true,559
uid-8546709910321987358,2014-06-20,false,0
uid-8610579157397348539,2014-11-24,false,0
uid-8610579157397348540,2014-11-19,false,1
uid-8610579157397348541,2014-11-17,false,0
uid-8657801832939171798,2014-10-09,false,0
uid-8660349906067184025,2015-02-05,false,0
uid-8668247263195008339,,false,0
uid-8688482576396905541,,false,0
uid-8737521245068777366,2014-08-26,false,2
uid-8744926161985800296,2014-10-14,false,0
uid-8777293071345355908,,false,0
uid-8777293071345355909,,false,0
uid-8777293071345355910,,false,0
uid-8797257031051248747,2015-02-06,false,2
uid-8799596044803448346,2014-10-09,false,3
uid-8807327857089902642,2014-11-16,false,1
uid-8807327857089902643,2014-10-24,false,0
uid-8807327857089902644,2014-11-14,false,0
uid-8807327857089902645,2014-10-24,false,0
uid-8807327857089902646,,false,0
uid-8807327857089902647,2014-10-29,false,0
uid-8807327857089902648,2015-02-06,false,53
uid-8878568337362504349,2014-09-22,false,1
uid-8887317209463487988,2015-01-26,false,0
uid-8887317209463487989,2015-01-28,true,1
uid-8887317209463487990,2015-02-01,false,0
uid-8887317209463487991,2015-01-30,false,0
uid-8887317209463487992,2015-01-30,true,1
uid-8887317209463487993,2015-02-06,false,0
uid-8887317209463487994,2015-01-26,false,0
uid-8887317209463487995,2015-01-27,false,0
uid-8887317209463487996,2015-02-06,false,0
uid-8887317209463487997,2015-02-05,false,0
uid-8887317209463487998,2015-02-05,false,0
uid-8887317209463487999,2015-02-06,false,0
uid-8887317209463488000,2015-01-27,false,0
uid-8887317209463488001,2015-01-30,false,0
uid-8887317209463488002,2015-02-01,false,0
uid-8887317209463488003,2015-01-29,false,0
uid-8887317209463488004,2015-02-05,false,0
uid-8887317209463488005,2015-01-29,false,0
uid-8887317209463488006,2015-01-31,true,0
uid-8887317209463488007,2015-01-30,false,0
uid-8887317209463488008,2015-01-30,false,0
uid-8940900496881903116,2014-07-27,false,0
uid-8940900496881903117,2015-02-05,false,0
uid-8940900496881903118,,false,0
uid-8940900496881903119,2014-12-31,false,0
uid-8940900496881903120,,false,0
uid-8940900496881903121,2015-02-05,true,1
uid-8940900496881903122,,false,0
uid-8940900496881903123,,false,0
uid-8963176457964893495,,false,0
uid-8978030841153368202,2014-09-13,false,0
uid-8998583074592327306,,false,0
uid-8998583074592327307,2014-10-27,false,0
uid-8998583074592327308,,false,0
uid-9021334232103127923,,false,0
uid-9021334232103127924,2015-01-28,true,0
uid-9021334232103127925,2015-01-26,false,0
uid-9021334232103127926,2015-01-26,true,0
uid-9021334232103127927,2015-01-29,false,0
uid-9048710292635813676,2014-10-09,false,0
uid-9048710292635813677,,false,0
uid-9048710292635813678,,false,0
uid-9048710292635813679,2014-11-10,false,0
uid-9048710292635813680,2014-09-25,false,0
uid-9048710292635813681,2015-01-05,false,0
uid-9048710292635813682,2014-11-13,false,0
uid-9048710292635813683,2014-09-27,false,0
uid-9048710292635813684,2014-09-26,false,0
uid-9048710292635813685,,false,0
uid-9048710292635813686,2014-09-26,false,0
uid-9048710292635813687,,false,0
uid-9048710292635813688,2014-09-27,false,0
uid-9048710292635813689,,false,0
uid-9048710292635813690,2014-10-05,false,0
uid-9048710292635813691,2014-09-27,false,0
uid-9048710292635813692,2014-09-27,false,0
uid-9048710292635813693,2014-09-27,false,0
uid-9048710292635813694,2014-09-27,false,0
uid-9048710292635813695,2015-01-14,false,0
uid-9048710292635813696,2014-09-27,false,0
uid-9048710292635813697,2014-09-27,false,0
uid-9048710292635813698,2014-09-28,false,0
uid-9048710292635813699,2014-09-27,false,0
uid-9048710292635813700,,false,0
uid-9048710292635813701,,false,0
uid-9048710292635813702,2014-09-30,false,0
uid-9048710292635813703,2014-09-30,false,0
uid-9048710292635813704,2014-09-30,false,0
uid-9048710292635813705,2014-11-20,true,0
uid-9048710292635813706,2015-01-22,false,0
uid-9048710292635813707,2014-12-30,true,0
uid-9048710292635813708,2014-10-14,true,5
uid-9048710292635813709,2014-10-30,false,0
uid-9048710292635813710,2014-10-14,false,0
uid-9048710292635813711,2014-10-21,false,0
uid-9048710292635813712,2014-10-01,false,0
uid-9048710292635813713,,false,0
uid-9048710292635813714,2014-10-02,false,0
uid-9048710292635813715,2014-11-16,false,0
uid-9048710292635813716,2014-10-02,false,0
uid-9048710292635813717,2014-10-02,false,0
uid-9048710292635813718,2014-11-25,false,0
uid-9048710292635813719,2015-01-23,false,0
uid-9048710292635813720,2015-01-05,true,2
uid-9048710292635813721,,false,0
uid-9048710292635813722,2015-01-24,false,0
uid-9048710292635813723,2015-01-12,false,0
uid-9052880664438846290,2015-02-06,false,1
uid-9052880664438846291,,false,0
uid-9064520789627303067,2014-08-19,false,2
uid-9077694339629928764,2015-02-06,false,0
uid-9077694339629928765,,false,0
uid-9140693570377255956,2014-12-19,false,0
uid-9140693570377255957,2015-01-25,false,0
uid-9188866540882284788,2015-01-28,false,1
uid-9188866540882284789,,false,0
