group_id,user_id,joined
gid-8763806995619969054,uid-4514055893276165070,2015-01-01T12:55:51
gid-8763806995619969054,uid-4514055893276165071,2015-01-01T00:18:23
gid-8763806995619969054,uid-5023078985052522908,2015-01-09T20:10:33
gid-8763806995619969054,uid-5344406681950136058,2015-02-02T17:10:13
gid-8763806995619969054,uid-5561301526114661122,2015-01-13T13:52:53
gid-8763806995619969054,uid-5628842795894799203,2014-11-19T20:18:10
gid-8763806995619969054,uid-5852605456899453327,2014-12-11T20:09:56
gid-8763806995619969054,uid-5852605456899453328,2014-12-11T20:19:39
gid-8763806995619969054,uid-5889211434205611670,2014-12-02T13:53:34
gid-8763806995619969054,uid-6272228344306111358,2015-02-01T22:05:53
gid-8763806995619969054,uid-6272228344306111359,2015-02-01T21:36:18
gid-8763806995619969054,uid-6364778218169965597,2015-01-31T16:29:05
gid-8763806995619969054,uid-6482141219742074073,2014-12-10T17:49:36
gid-8763806995619969054,uid-6589032279274784468,2014-12-21T02:21:36
gid-8763806995619969054,uid-7113496701631595166,2014-11-19T15:25:20
gid-8763806995619969054,uid-7113496701631595189,2014-12-12T02:10:27
gid-8763806995619969054,uid-7113496701631595191,2015-01-07T20:37:00
gid-8763806995619969054,uid-7113496701631595203,2015-01-18T14:31:55
gid-8763806995619969054,uid-7113496701631595217,2014-12-21T22:17:31
gid-8763806995619969054,uid-7113496701631595219,2014-11-26T16:20:27
gid-8763806995619969054,uid-7113496701631595237,2014-12-04T15:51:57
gid-8763806995619969054,uid-7113496701631595246,2015-01-06T16:22:09
gid-8763806995619969054,uid-7113496701631595254,2014-12-04T21:04:39
gid-8763806995619969054,uid-7113496701631595256,2014-12-04T22:54:56
gid-8763806995619969054,uid-7113496701631595258,2014-12-04T23:33:49
gid-8763806995619969054,uid-7113496701631595259,2014-12-05T00:50:45
gid-8763806995619969054,uid-7113496701631595262,2014-12-05T01:55:56
gid-8763806995619969054,uid-7113496701631595263,2014-12-05T01:55:56
gid-8763806995619969054,uid-7113496701631595264,2014-12-05T01:58:03
gid-8763806995619969054,uid-7473411806141291596,2014-12-14T01:30:34
gid-8763806995619969054,uid-7761062048590846381,2014-12-05T23:50:50
gid-8763806995619969054,uid-7761062048590846383,2014-12-06T19:27:41
gid-8763806995619969054,uid-7761062048590846384,2014-12-06T19:26:07
gid-8763806995619969054,uid-7761062048590846385,2014-12-06T19:26:35
gid-8763806995619969054,uid-7761062048590846386,2014-12-06T19:27:29
gid-8763806995619969054,uid-7761062048590846387,2014-12-06T19:26:57
gid-8763806995619969054,uid-7761062048590846388,2014-12-06T19:45:29
gid-8763806995619969054,uid-7761062048590846389,2014-12-06T20:04:56
gid-8763806995619969054,uid-7761062048590846390,2014-12-06T20:46:46
gid-8763806995619969054,uid-7761062048590846391,2014-12-06T20:51:11
gid-8763806995619969054,uid-7761062048590846393,2014-12-08T13:46:54
gid-8763806995619969054,uid-7761062048590846394,2014-12-08T17:57:45
gid-8763806995619969054,uid-7761062048590846395,2014-12-08T22:48:51
gid-8763806995619969054,uid-7761062048590846396,2014-12-08T23:23:26
gid-8763806995619969054,uid-7761062048590846404,2014-12-09T17:01:40
gid-8763806995619969054,uid-7761062048590846411,2014-12-10T03:30:58
gid-8763806995619969054,uid-7791041015233714711,2015-01-09T18:05:52
gid-8763806995619969054,uid-7791041015233714727,2015-01-13T19:42:05
gid-8763806995619969054,uid-7805809529240481303,2015-01-24T23:50:46
gid-8763806995619969054,uid-7805809529240481304,2015-01-24T23:59:10
gid-8763806995619969054,uid-7805809529240481305,2015-01-25T00:39:22
gid-8763806995619969054,uid-7805809529240481306,2015-01-25T01:36:29
gid-8763806995619969054,uid-7915743242919782229,2014-12-05T02:11:06
gid-8763806995619969054,uid-7915743242919782231,2014-12-05T02:18:18
gid-8763806995619969054,uid-7915743242919782232,2014-12-05T02:22:47
gid-8763806995619969054,uid-7915743242919782234,2014-12-05T02:40:48
gid-8763806995619969054,uid-7915743242919782236,2014-12-05T03:13:43
gid-8763806995619969054,uid-7915743242919782243,2014-12-05T19:41:06
gid-8763806995619969054,uid-8140772504427319411,2014-12-17T22:05:57
gid-8763806995619969054,uid-8140772504427319420,2014-12-18T20:04:07
gid-8763806995619969054,uid-8140772504427319423,2014-12-19T03:56:50
gid-8763806995619969054,uid-8140772504427319424,2014-12-19T06:00:25
gid-8763806995619969054,uid-8228270014040635443,2014-11-25T18:24:50
gid-8763806995619969054,uid-8228270014040635462,2015-01-06T21:54:11
gid-8763806995619969054,uid-8228270014040635470,2014-12-04T08:41:12
gid-8763806995619969054,uid-8228270014040635473,2014-12-04T11:26:33
gid-8763806995619969054,uid-8285918040958557429,2014-12-03T03:14:55
gid-8763806995619969054,uid-8412508946449467919,2014-12-02T04:49:07
gid-8763806995619969054,uid-8459986037296260518,2015-02-03T20:18:27
gid-8763806995619969054,uid-8459986037296260519,2015-02-03T21:37:08
gid-8763806995619969054,uid-8459986037296260521,2015-02-03T22:44:27
gid-8763806995619969054,uid-8459986037296260522,2015-02-04T02:18:15
gid-8763806995619969054,uid-8529133183187015683,2014-11-19T20:01:50
gid-8763806995619969054,uid-8797257031051248747,2014-11-25T19:31:40
gid-8763806995619969054,uid-8887317209463487994,2015-01-27T01:48:26
gid-8763806995619969054,uid-8887317209463487996,2015-01-27T05:08:00
gid-8763806995619969054,uid-9021334232103127924,2015-01-25T19:42:37
gid-8763806995619969054,uid-9021334232103127926,2015-01-26T14:18:20
gid-8763806995619969054,uid-9021334232103127927,2015-01-26T14:22:41
gid-8763806995619969054,uid-9140693570377255956,2014-12-19T14:02:23
gid-8763806995619969055,uid-4084387342382841729,2015-02-04T21:12:38
gid-8763806995619969055,uid-8529133183187015683,2014-11-21T13:34:27
gid-1681486598344488996,uid-3660798334728526427,2014-12-23T21:59:25
gid-1681486598344488996,uid-5628842795894799203,2014-12-19T19:43:19
gid-1681486598344488996,uid-8529133183187015683,2014-12-19T19:32:44
gid-4410009390429052976,uid-8151368170531860052,2014-07-25T19:53:32
gid-4410009390429052977,uid-675359621565520716,2014-08-27T02:57:31
gid-4410009390429052977,uid-5713412990126756868,2014-08-26T21:02:11
gid-4410009390429052977,uid-8151368170531860053,2014-07-26T14:17:40
gid-4410009390429052978,uid-7822607376883904619,2014-07-31T00:41:15
gid-4410009390429052978,uid-8340704747814852053,2014-07-31T00:36:52
gid-4410009390429052978,uid-8940900496881903119,2014-07-31T00:36:42
gid-8584147293383336028,uid-581406661312027768,2015-01-27T03:30:13
gid-8584147293383336028,uid-590699782026937547,2015-01-29T18:38:59
gid-8584147293383336028,uid-2350789765717880243,2015-02-01T01:03:10
gid-8584147293383336028,uid-3510410527893861731,2015-01-29T23:10:14
gid-8584147293383336028,uid-5628842795894799203,2015-02-02T17:55:28
gid-8584147293383336028,uid-8529133183187015683,2015-01-26T20:50:03
gid-8584147293383336028,uid-8887317209463488004,2015-01-29T18:12:52
gid-8865568665918630000,uid-8887317209463488006,2015-01-30T00:54:41
gid-2810914915884940308,uid-1917035256310762356,2014-12-11T16:08:38
gid-2810914915884940308,uid-5628842795894799203,2014-12-11T16:43:50
gid-2810914915884940308,uid-5889211434205611670,2014-12-11T16:51:22
gid-2810914915884940308,uid-7274127097360363125,2014-12-11T21:18:19
gid-2810914915884940308,uid-8529133183187015683,2014-12-11T16:28:43
gid-504963149462073466,uid-23413732936407484,2014-03-28T20:29:49
gid-504963149462073466,uid-5628842795894799203,2014-03-28T20:29:49
gid-504963149462073469,uid-1690703663724698945,2014-11-14T23:24:03
gid-504963149462073469,uid-5628842795894799203,2014-03-28T20:29:49
gid-504963149462073469,uid-6319664302911102814,2014-07-07T18:03:26
gid-504963149462073475,uid-1569566829707072999,2014-03-28T20:29:49
gid-504963149462073475,uid-3372146049411848904,2014-03-28T20:29:49
gid-504963149462073475,uid-5628842795894799203,2014-03-28T20:29:49
gid-504963149462073481,uid-1569566829707072999,2014-03-28T20:29:49
gid-504963149462073481,uid-5628842795894799203,2014-03-28T20:29:49
gid-504963149462073481,uid-7491933587638389455,2014-03-28T20:29:49
gid-2459487083091333269,uid-1657897923691064055,2015-01-23T19:57:38
gid-5193471833536061591,uid-8412508946449467919,2014-11-15T04:22:22
gid-5193471833536061591,uid-8529133183187015683,2014-11-15T17:32:39
gid-5854864034166730778,uid-7681316672064397130,2014-04-25T20:10:29
gid-504963149462073508,uid-3372146049411848905,2014-03-28T20:29:49
gid-6192095429504870770,uid-1657897923691064057,2015-01-17T07:43:10
gid-6192095429504870770,uid-5628842795894799203,2015-01-23T23:40:36
gid-6192095429504870770,uid-7805809529240481297,2015-01-24T08:43:18
gid-734313067414270126,uid-4548407463979001312,2014-05-16T17:13:33
gid-734313067414270127,uid-2277732417034729567,2014-05-16T17:13:33
gid-6292757012268800184,uid-2237055333887371087,2014-07-15T10:37:18
gid-6292757012268800184,uid-8878568337362504349,2014-07-15T10:30:59
gid-6292757012268800185,uid-4816795086617325499,2014-07-17T03:01:43
gid-6292757012268800185,uid-7902566412907543917,2014-07-17T03:00:32
gid-6292757012268800186,uid-8878568337362504349,2014-07-21T13:08:55
gid-4804192352103106754,uid-8523239747912564993,2015-01-26T21:26:00
gid-4804192352103106754,uid-9188866540882284788,2015-01-26T19:03:27
gid-4804192352103106755,uid-590699782026937539,2015-01-26T19:26:55
gid-4804192352103106755,uid-590699782026937547,2015-01-29T18:38:19
gid-4804192352103106755,uid-2350789765717880243,2015-01-31T02:51:12
gid-4804192352103106755,uid-3688118382361809286,2015-01-26T19:07:05
gid-4804192352103106755,uid-4084387342382841735,2015-02-05T16:37:30
gid-4804192352103106755,uid-5057906242598136919,2015-02-03T00:14:23
gid-4804192352103106755,uid-5628842795894799203,2015-01-26T19:36:19
gid-4804192352103106755,uid-6272228344306111358,2015-02-01T22:06:03
gid-4804192352103106755,uid-6272228344306111362,2015-02-04T21:08:40
gid-4804192352103106755,uid-6364778218169965595,2015-01-31T15:51:03
gid-4804192352103106755,uid-6364778218169965601,2015-01-31T17:37:30
gid-4804192352103106755,uid-8140772504427319411,2015-02-02T20:44:46
gid-4804192352103106755,uid-8529133183187015683,2015-01-26T19:38:30
gid-4804192352103106755,uid-8887317209463487990,2015-01-27T00:00:45
gid-4804192352103106755,uid-8887317209463487993,2015-01-27T00:50:49
gid-1812995242608671094,uid-8188795548508276878,2014-11-10T20:13:11
gid-7180821135429232865,uid-8688482576396905541,2014-03-28T18:58:03
gid-9103115451773100275,uid-1352247568516688617,2015-02-04T21:45:18
gid-9103115451773100275,uid-1657897923691064034,2015-02-05T21:03:09
gid-9103115451773100275,uid-1657897923691064042,2015-02-04T15:52:37
gid-9103115451773100275,uid-2350789765717880243,2015-02-06T12:24:42
gid-9103115451773100275,uid-3685306948218031667,2015-02-04T18:45:44
gid-9103115451773100275,uid-5057906242598136920,2015-02-03T17:07:42
gid-9103115451773100275,uid-5628842795894799203,2015-02-04T03:29:53
gid-9103115451773100275,uid-6272228344306111362,2015-02-05T14:59:34
gid-9103115451773100275,uid-8228270014040635449,2015-02-03T21:24:56
gid-9103115451773100275,uid-8459986037296260514,2015-02-03T20:40:22
gid-9103115451773100275,uid-8459986037296260519,2015-02-04T13:15:42
gid-9103115451773100275,uid-8529133183187015683,2015-02-03T19:10:51
gid-7026151736562336006,uid-1364527996327413034,2014-03-20T15:57:59
gid-7026151736562336006,uid-2446066838957401871,2014-03-20T15:57:59
gid-7026151736562336006,uid-2661844805740757640,2014-03-20T15:57:59
gid-7026151736562336006,uid-4234003782564931044,2014-03-20T15:57:59
gid-7026151736562336006,uid-4399706640101864856,2014-03-20T15:57:59
gid-7026151736562336006,uid-8303921925469649962,2014-03-20T15:57:59
gid-7026151736562336006,uid-8498991393138975873,2014-03-20T15:57:59
gid-387706280930644235,uid-1917035256310762349,2014-05-22T20:45:50
gid-387706280930644235,uid-1917035256310762350,2014-05-23T01:04:11
gid-387706280930644235,uid-1917035256310762351,2014-05-23T12:13:10
gid-387706280930644235,uid-5261697728633641359,2014-05-22T21:48:32
gid-387706280930644236,uid-7206076539886262395,2014-05-24T00:56:18
gid-387706280930644239,uid-3478836122394615181,2014-05-30T05:54:33
gid-387706280930644240,uid-3478836122394615182,2014-05-30T09:57:41
gid-3825636639533043985,uid-4758059114727476633,2014-09-05T23:40:58
gid-3825636639533043985,uid-7575174882909530429,2014-08-02T20:42:15
gid-3825636639533043985,uid-7822607376883904622,2014-08-03T12:50:56
gid-3825636639533043985,uid-8151368170531860057,2014-08-02T20:42:16
gid-3825636639533043985,uid-8338579253786776457,2014-08-02T20:40:10
gid-3825636639533043986,uid-1502881360908469529,2014-08-04T19:11:52
gid-3825636639533043986,uid-6151009190722336729,2014-08-04T18:46:36
gid-6768345400079495454,uid-6151009190722336728,2014-04-14T13:32:13
gid-6768345400079495455,uid-6151009190722336728,2014-04-14T13:36:49
gid-6768345400079495456,uid-6151009190722336728,2014-04-14T13:41:24
gid-6768345400079495457,uid-327250765233121295,2014-07-09T15:47:42
gid-6768345400079495457,uid-1917035256310762348,2014-06-04T17:53:29
gid-6768345400079495457,uid-2350789765717880243,2014-04-14T15:07:04
gid-6768345400079495457,uid-3078386531677230780,2014-04-14T15:07:04
gid-6768345400079495457,uid-3287943366583496449,2014-06-24T14:49:45
gid-6768345400079495457,uid-3638628787099625281,2014-04-14T15:07:04
gid-6768345400079495457,uid-5126821183667230852,2014-04-14T15:07:04
gid-6768345400079495457,uid-5628842795894799203,2014-04-14T15:07:04
gid-6768345400079495457,uid-8442009443341630967,2014-04-14T15:07:04
gid-1723264306546587941,uid-1917035256310762356,2014-12-18T02:14:10
gid-1723264306546587941,uid-1959774523483921933,2014-12-19T14:13:57
gid-1723264306546587941,uid-2350789765717880243,2014-12-18T01:45:58
gid-1723264306546587941,uid-5628842795894799203,2014-12-18T01:35:14
gid-1723264306546587941,uid-8529133183187015683,2014-12-18T03:41:36
gid-1723264306546587941,uid-8807327857089902648,2014-12-18T15:53:23
gid-1723264306546587942,uid-908435400188466360,2015-02-05T21:51:47
gid-1723264306546587942,uid-2439379794235606317,2015-02-05T15:59:09
gid-1723264306546587942,uid-2439379794235606318,2015-02-05T16:09:06
gid-1723264306546587942,uid-2439379794235606320,2015-02-04T14:28:46
gid-1723264306546587942,uid-2439379794235606321,2015-02-04T16:00:05
gid-1723264306546587942,uid-3356965167320494236,2015-02-04T16:26:40
gid-1723264306546587942,uid-3356965167320494237,2015-02-04T16:53:52
gid-1723264306546587942,uid-4084387342382841734,2015-02-05T02:10:52
gid-1723264306546587942,uid-5229618004513600298,2015-02-04T16:03:52
gid-1723264306546587942,uid-5229618004513600299,2015-02-04T16:08:36
gid-1723264306546587942,uid-6678893570148643279,2015-02-04T17:11:37
gid-1723264306546587942,uid-6829978514575378334,2014-12-18T22:29:18
gid-1723264306546587942,uid-7887403035138336263,2015-02-04T15:42:54
gid-1723264306546587942,uid-8529133183187015683,2014-12-18T14:25:56
gid-8017446708692179248,uid-288337863612926372,2014-11-14T22:22:52
gid-8017446708692179248,uid-590699782026937547,2015-01-28T17:25:02
gid-8017446708692179248,uid-696325882462031479,2014-12-02T21:54:53
gid-8017446708692179248,uid-714868386310895227,2014-10-29T00:36:21
gid-8017446708692179248,uid-756331228859345129,2014-12-23T11:06:56
gid-8017446708692179248,uid-827612529780455424,2014-11-14T16:21:57
gid-8017446708692179248,uid-866622179996381272,2015-01-11T21:05:30
gid-8017446708692179248,uid-942677281430279378,2015-01-06T10:59:19
gid-8017446708692179248,uid-942677281430279385,2015-01-07T14:20:32
gid-8017446708692179248,uid-1123746496894857128,2014-12-16T17:05:23
gid-8017446708692179248,uid-1123746496894857129,2014-12-16T06:32:48
gid-8017446708692179248,uid-1352247568516688615,2015-01-20T20:15:09
gid-8017446708692179248,uid-1568595066748855342,2014-11-13T19:49:43
gid-8017446708692179248,uid-1588651181885950310,2014-11-18T01:33:10
gid-8017446708692179248,uid-1588651181885950311,2014-11-18T08:08:13
gid-8017446708692179248,uid-1639630007477671780,2014-11-01T23:54:59
gid-8017446708692179248,uid-1657897923691064034,2015-01-16T13:49:11
gid-8017446708692179248,uid-1657897923691064055,2015-01-16T21:54:22
gid-8017446708692179248,uid-1725235943194291518,2014-10-30T00:57:23
gid-8017446708692179248,uid-1725235943194291524,2014-10-30T15:37:12
gid-8017446708692179248,uid-1725235943194291525,2014-10-30T15:56:04
gid-8017446708692179248,uid-1725235943194291526,2014-10-30T16:14:59
gid-8017446708692179248,uid-1725235943194291527,2014-10-30T16:22:13
gid-8017446708692179248,uid-1725235943194291529,2014-10-31T12:18:05
gid-8017446708692179248,uid-1904762808672669854,2014-11-17T13:53:49
gid-8017446708692179248,uid-1959774523483921925,2014-11-05T21:08:32
gid-8017446708692179248,uid-1959774523483921926,2014-10-31T19:22:47
gid-8017446708692179248,uid-1959774523483921928,2014-10-31T23:25:50
gid-8017446708692179248,uid-1959774523483921929,2014-11-01T00:40:34
gid-8017446708692179248,uid-1959774523483921930,2014-11-01T12:41:58
gid-8017446708692179248,uid-1959774523483921932,2014-11-01T18:02:36
gid-8017446708692179248,uid-1959774523483921933,2014-11-12T17:11:18
gid-8017446708692179248,uid-1959774523483921935,2014-11-02T02:08:30
gid-8017446708692179248,uid-1959774523483921941,2014-11-02T19:28:16
gid-8017446708692179248,uid-1959774523483921944,2014-11-03T14:10:32
gid-8017446708692179248,uid-2350789765717880243,2014-10-28T16:42:33
gid-8017446708692179248,uid-2574738995880809451,2015-01-13T16:37:47
gid-8017446708692179248,uid-2812161522626684383,2014-12-27T18:12:28
gid-8017446708692179248,uid-2949346960140345930,2015-01-10T19:27:41
gid-8017446708692179248,uid-2952284496566719960,2014-12-13T13:40:03
gid-8017446708692179248,uid-3344374518703545086,2014-12-19T06:33:32
gid-8017446708692179248,uid-3510410527893861731,2014-10-30T18:13:29
gid-8017446708692179248,uid-3516484074484369858,2014-11-14T04:16:39
gid-8017446708692179248,uid-3530078056738491727,2014-11-24T16:00:19
gid-8017446708692179248,uid-3644424414105785088,2014-10-29T17:14:44
gid-8017446708692179248,uid-3685306948218031666,2015-01-07T22:32:01
gid-8017446708692179248,uid-3685306948218031671,2015-01-08T05:17:45
gid-8017446708692179248,uid-3685306948218031672,2015-01-08T06:45:00
gid-8017446708692179248,uid-3685306948218031685,2015-01-11T19:42:09
